id,default,loan_amount,mortgage_amount,property_value,loan_reason,occupation,occupation_length,derogatory_reports,late_payments,oldest_credit_line,recent_credit,credit_number,ratio
13481,1,11600,57200,72500,DebtCon,Other,5,0,0,34.46666667,4,15,
14719,0,11600,28654,47042,DebtCon,Other,10,,0,158.0847883,7,29,38.47750484
16408,0,25900,152071,185893,HomeImp,Self,0,0,0,185.543512,0,16,40.6422789
14614,1,29900,22000,,DebtCon,Other,2,2,0,81.13333333,11,10,
14803,0,6000,,43300,HomeImp,Other,,,,100.9333333,,9,
16869,0,8900,77261,96434,DebtCon,ProfExe,3,0,0,144.0370039,0,26,33.90846584
15037,0,59500,47485,69981,DebtCon,Other,4,0,0,100.1393112,0,20,29.47367331
11457,0,35600,20552,46697,DebtCon,Mgr,7,0,0,45.14448683,0,6,36.06282742
16697,1,19600,94419,123705,DebtCon,Self,19,,2,92.7393804,0,22,84.37903408
16139,0,14300,67018,81805,DebtCon,Other,1,0,0,253.5924509,3,25,30.68621875
15839,1,3500,23200,38666,HomeImp,Other,11,0,0,162.3666667,0,14,
11575,0,11900,78959,104371,DebtCon,Mgr,1,0,0,79.08139722,1,23,40.02421108
15343,1,15200,58000,77000,DebtCon,Other,0.9,1,0,127.8666667,3,26,
15653,1,4500,39000,66000,HomeImp,Other,1,0,0,170.3666667,1,19,
16648,0,20600,185050,234004,DebtCon,ProfExe,3,0,0,313.6044894,0,27,40.04911263
16863,1,24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857
16120,0,8400,75912,95329,DebtCon,Mgr,18,0,1,294.1642246,0,24,38.64180454
12754,0,26200,49323,77160,DebtCon,Other,23,,1,286.1816551,0,29,39.67630465
11858,0,17200,6126,88603,HomeImp,Other,13,0,1,287.2608869,0,23,30.0987967
11969,0,19100,46406,64413,DebtCon,Other,16,0,0,285.7252576,0,22,30.77453617
14340,1,15700,83761,125860,HomeImp,Other,1,0,0,,0,0,
11595,0,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931518
11875,1,5100,129319,141875,HomeImp,Sales,7,1,0,157.8598021,0,36,25.65074122
13376,1,25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,
15400,1,24200,121000,162900,DebtCon,Self,13,1,1,151.9333333,1,35,
13761,0,11900,85179,122788,HomeImp,Other,10,,,,,,39.43073063
13996,1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.6666667,4,35,
13217,1,12000,75373,102602,HomeImp,Other,6,2,0,99.36666667,0,21,
15966,0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.6144149,1,19,36.29961798
11682,0,26900,54071,85557,DebtCon,Office,0,0,2,91.20997623,0,22,34.5971919
13254,0,5000,26037,35000,HomeImp,ProfExe,12,0,0,182.6333333,0,13,
12838,0,6500,80739,97630,DebtCon,ProfExe,1,,,,,,30.53126454
14236,0,12100,67927,94126,DebtCon,Other,2,0,0,35.53887812,2,3,38.84759708
11923,0,13700,38981,67536,DebtCon,Mgr,,,,,,,35.18815986
11570,0,15300,59083,96073,DebtCon,ProfExe,8,0,0,194.0054866,0,19,20.48797965
13551,0,7700,32243,36369,HomeImp,ProfExe,12,0,0,180.4157867,0,13,21.72081838
11912,1,13300,60014,75695,DebtCon,Sales,1,0,,182.0643734,1,20,40.20667111
16657,0,65800,70095,142922,HomeImp,Office,10,0,0,113.0698235,0,12,39.91878984
11321,0,36200,36661,53622,DebtCon,Other,,0,0,,6,0,32.01469166
14250,0,6300,44226,57779,DebtCon,,7,,0,63.62641325,,16,33.11182911
12611,0,17600,,66000,,,7,0,0,111.7857004,0,14,27.09089472
11907,0,16600,102543,119493,DebtCon,Office,3,0,0,276.6931852,0,33,29.28407186
14113,1,5900,106650,,DebtCon,Mgr,1,0,6,250.5666667,4,23,
13932,0,26600,61151,97072,DebtCon,Other,16,0,1,133.4481104,0,29,39.22971154
16425,1,14500,149000,,DebtCon,ProfExe,25,0,2,384.5,0,71,
12671,0,35000,240994,39401,DebtCon,Mgr,3,0,1,210.5018174,3,50,42.96751163
13908,0,13200,117985,138969,DebtCon,ProfExe,16,,1,178.0647524,0,33,29.95423093
14207,1,11000,63975,235000,HomeImp,ProfExe,4,5,0,123.7666667,1,17,
12980,1,28100,75768,,DebtCon,Other,9,,0,133.1218669,3,33,46.75180011
12831,0,22600,72522,91587,DebtCon,Other,2,0,0,99.00046796,2,30,35.26211359
14850,0,10600,72022,82238,DebtCon,Office,5,1,2,181.7689404,3,30,39.59414827
16681,1,15400,180017,206148,DebtCon,Mgr,2,0,2,196.0336579,1,49,36.41734258
13079,0,10800,,,,,,,,,,,
15164,0,30100,228006,285921,DebtCon,ProfExe,15,0,0,250.5398841,2,25,27.81329141
16033,0,17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.45908768
14398,0,17600,,96188,,Other,,0,0,181.2950465,0,9,30.87931729
12434,0,16900,88143,115365,DebtCon,Other,19,0,0,282.0685178,0,16,24.96285137
14019,0,23100,93805,135780,HomeImp,ProfExe,5,0,0,155.0253817,0,31,34.64492165
16138,0,21900,148955,118862,,ProfExe,6,0,0,93.92588206,3,34,30.32211462
14663,0,11500,116430,215014,HomeImp,ProfExe,3,0,0,132.0936343,0,14,26.86456847
13675,0,22300,59809,90883,DebtCon,Office,2,0,0,161.4029057,1,22,36.17425125
11103,0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.4430216,2,22,38.9396509
12077,0,13900,78442,105065,HomeImp,ProfExe,0,0,0,71.55047746,0,19,34.75170874
14533,0,25100,26889,47061,DebtCon,Other,28,0,0,318.9013325,,13,31.32456596
11368,0,17300,32736,49100,DebtCon,ProfExe,4,0,0,262.9484377,0,34,38.563081
12177,1,28500,108293,135317,DebtCon,Other,5,0,0,219.6152519,4,43,31.20973109
16876,1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.4333333,1,20,
14216,0,20500,76620,185666,,Other,8,0,0,360.6400541,1,16,33.75431861
14883,0,31700,72809,109678,HomeImp,Other,5,,,117.4739215,10,21,41.51283589
15954,0,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596363,1,12,37.09953261
15253,0,10100,154005,175684,HomeImp,Office,4,0,0,189.3663073,0,56,33.97122188
14655,0,17000,63450,92816,,ProfExe,10,0,0,,1,16,25.71867108
11733,0,24900,51155,83000,DebtCon,Other,9,1,1,139.0333333,3,30,
12291,0,21300,134578,176968,,Mgr,25,,5,334.0659169,0,27,31.87577109
12458,0,16000,38600,57822,DebtCon,Other,17,0,0,276.9666667,0,22,
15246,0,42900,101731,155688,DebtCon,Other,14,,1,235.352057,3,30,43.18142449
13044,0,26900,57414,92916,DebtCon,Office,0,0,0,70.28190571,0,22,34.39630178
16698,0,25100,77088,111568,DebtCon,Mgr,7,0,0,288.0080252,2,29,32.55083764
13291,0,13400,,33664,DebtCon,Other,13,,,108.2170094,2,8,31.61392956
16300,0,16500,,88454,DebtCon,Office,30,0,0,320.4214503,0,16,14.0979409
14885,0,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.5392657,0,27,22.48479175
14559,0,10000,114643,130127,DebtCon,Self,5,0,1,160.6678931,0,19,33.92004439
15572,1,5000,100000,129693.5,HomeImp,Mgr,13,,,,,,
11450,0,24300,110442,138581,DebtCon,Mgr,9,2,0,175.1536895,4,17,40.34888533
12174,0,37200,202627,268857,DebtCon,ProfExe,3,0,0,248.1703603,0,31,31.85939856
15692,0,16100,47198,79384,DebtCon,Other,1,,1,297.4825046,1,9,36.73611367
15082,0,10300,,51053,HomeImp,Other,10,1,0,306.9922054,2,12,34.48387841
13476,0,9600,45240,60136,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002
12692,0,10900,17282,70783,DebtCon,ProfExe,19,0,1,404.9043933,0,11,23.61012437
16568,0,18200,34593,56658,DebtCon,Other,15,0,0,126.0480098,1,18,36.92663479
16331,0,11400,64934,74875,DebtCon,Other,3,0,0,192.3144827,2,16,34.34375572
16812,0,16700,29404,45209,DebtCon,ProfExe,20,0,1,195.5523296,2,16,31.05808436
12587,0,14800,49000,98900,HomeImp,Other,0.1,0,3,51.66666667,1,10,
13331,1,15000,,26100,DebtCon,Other,1.6,0,1,105.4666667,17,20,
14035,0,12100,46152,72773,DebtCon,Other,0,0,0,270.4899801,0,20,29.49511599
12707,0,12900,90646,100744,HomeImp,Other,19,0,0,141.2084606,3,23,31.52637971
11998,0,8400,17479,66894,HomeImp,Office,23,0,0,326.3428047,1,13,40.58857607
11415,1,10200,69116,105228,HomeImp,ProfExe,12,0,8,122.8439512,0,36,36.12288591
11898,0,11200,66868,107794,DebtCon,Office,10,0,0,152.9298285,1,12,39.64082898
14543,0,19300,31950,53814,DebtCon,ProfExe,17,0,0,178.4596372,1,20,37.13471233
13981,0,17400,,48971,DebtCon,Other,,,,345.0099186,,17,32.47431947
16026,0,21200,63093,101789,HomeImp,ProfExe,18,0,0,623.4562088,1,24,19.41458795
13863,0,16600,74681,95471,DebtCon,Other,6,0,0,187.6535104,4,19,40.45375315
16584,0,9800,55539,73560,DebtCon,Office,4,0,0,85.90093624,1,14,26.33161906
16451,0,5300,75958,91703,DebtCon,Other,0,0,0,124.1821788,1,10,34.59906019
15935,0,31800,195134,299299,DebtCon,Other,29,0,0,161.8851263,0,22,38.63702392
14420,0,18900,64290,87837,DebtCon,Other,2,0,0,309.005458,3,15,42.16835848
14545,1,11100,68784,85464,,ProfExe,2,0,0,117.9983043,0,14,36.04425175
15518,0,8500,73752,87931,DebtCon,Mgr,21,1,1,291.6203784,0,24,39.00314063
12478,0,25700,189995,250814,DebtCon,Other,9,0,0,100.8009427,1,25,41.00583277
16118,0,88800,53307,94058,DebtCon,Other,16,0,0,218.3049777,0,15,34.24246473
14429,1,15000,116400,146450,DebtCon,Other,17.5,0,1,255.6666667,1,29,
15944,1,45700,,50800,DebtCon,ProfExe,13,3,2,97.4,4,46,
14482,0,13500,116123,145597,DebtCon,ProfExe,3,0,0,290.3107749,0,46,34.69906743
11867,0,26500,,63918,DebtCon,Other,25,0,0,135.4409472,0,8,20.16138785
16817,0,15300,33113,57991,DebtCon,Other,4,0,0,122.5788363,1,16,40.56988842
11293,0,17100,27842,74459,HomeImp,Other,,0,0,248.7187801,0,49,44.55215415
13265,0,12900,61031,71550,HomeImp,Other,28,0,2,178.0872568,0,23,34.80242878
13118,1,13200,65997,88000,DebtCon,Other,2,0,0,113.2333333,2,25,
14695,0,18900,68315,98175,HomeImp,Mgr,14,0,0,161.3333333,0,28,
12322,0,17700,98476,136319,DebtCon,Office,2,,,110.7357286,3,16,32.22102484
13304,0,14300,,41870,HomeImp,Other,0,0,0,314.4683435,0,8,27.60891892
14043,0,22800,,147730,,,,,,,,,16.17924959
12866,0,25500,,121708,DebtCon,Mgr,8,1,0,151.9693411,0,27,33.15994063
12817,0,18600,72860,90347,DebtCon,Other,0,1,1,104.0404669,2,26,36.02592528
16272,0,19900,64620,91504,DebtCon,Office,6,,,178.5748659,,16,37.72580119
15798,0,15900,50715,70467,DebtCon,Other,0,,1,285.3869287,0,10,36.05038237
15004,0,14400,20996,41987,DebtCon,Mgr,9,0,0,120.9555144,0,10,21.11871262
13854,1,7000,,96783,HomeImp,Other,20,,,,,,40.73031534
13753,0,17900,38233,63578,DebtCon,,6,1,0,79.1215828,2,9,26.51883069
13389,0,19200,24430,128837,DebtCon,Other,9,0,0,355.7984124,1,10,41.14774922
13250,0,34000,232312,286305,DebtCon,ProfExe,4,0,0,219.6589319,0,29,15.73593489
16091,1,15000,49200,72900,DebtCon,Other,10,0,0,174.0332996,1,16,
13573,0,6800,56155,57912,HomeImp,Office,21,0,0,206.3063213,0,20,21.79851308
16522,0,23600,82639,114266,DebtCon,Other,,0,0,186.1563472,2,25,37.9438682
14835,1,16600,42259,,DebtCon,Other,1.5,1,3,209.9666667,0,20,
12426,1,11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,
16372,0,8200,135929,200275,DebtCon,ProfExe,0,0,0,69.61717488,1,23,37.80543265
11273,0,13000,81972,102295,HomeImp,ProfExe,5,0,0,107.4206093,0,26,24.72083108
13784,0,20100,78915,119400,DebtCon,Mgr,18,0,0,232.8267062,4,30,36.64867972
14989,0,20400,132443,204082,HomeImp,ProfExe,13,0,0,187.0186916,0,22,36.82188744
14126,0,32000,42478,85942,DebtCon,Other,,,,278.3638835,0,16,40.25722171
13010,0,25900,59575,85837,DebtCon,Other,22,0,1,189.7553505,0,19,24.87461511
12900,0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.0659719,2,23,36.93931917
13995,0,7200,22832,31666,DebtCon,Other,0,0,0,38.00326685,9,7,28.29568112
16830,0,12500,17659,31843,DebtCon,Office,7,0,1,107.7410948,0,16,19.30085445
16755,0,28300,68959,102048,DebtCon,ProfExe,12,0,0,278.7147042,1,32,39.93275013
16596,0,17000,23200,85000,DebtCon,ProfExe,9,0,0,149.0666667,1,21,
13564,1,11900,108763,128780,DebtCon,Office,8,0,0,60.3779329,3,21,49.41811438
15105,1,21900,52735,75372,DebtCon,ProfExe,5,0,1,217.0209402,6,23,34.01591498
16683,1,1700,30548,40320,HomeImp,Other,9,0,0,101.4660019,1,8,37.11361356
16018,0,20900,71972,101745,DebtCon,Mgr,6,0,0,67.32456202,6,23,38.51325618
11356,0,38700,33465,71449,DebtCon,ProfExe,6,0,0,172.767888,2,17,25.31284163
15098,0,23700,104752,143913,HomeImp,,,,,,,,36.76101419
14121,0,13200,22270,38437,DebtCon,Office,5,0,1,107.7733867,0,17,20.64319968
12594,0,8200,13392,34254,DebtCon,Other,3,0,0,267.9186416,0,11,21.92999049
12068,0,12000,43000,64000,DebtCon,Other,1,0,0,262.9666667,0,21,
16381,1,6500,183860,208910,DebtCon,ProfExe,4,6,0,86.45222694,6,29,69.8005248
15180,0,11900,34222,59948,DebtCon,Office,24,0,0,228.0753508,1,29,25.72883738
16752,0,7900,78532,122952,HomeImp,Office,29,0,0,332.6450474,1,37,35.31155263
12431,1,7500,57340,80000,DebtCon,ProfExe,4,0,5,86.23333333,3,14,
13560,0,11700,68059,86216,DebtCon,Other,3,,,175.6585678,,35,30.25396992
13985,0,10200,8907,59814,HomeImp,Other,7,2,0,364.4309474,1,22,16.06424538
13071,1,8000,49685,81020,HomeImp,Other,2,0,3,129.3624659,0,15,47.00097522
12689,0,18300,109192,139384,DebtCon,ProfExe,6,0,0,122.8655758,0,14,29.3975931
12523,0,69600,198702,293252,DebtCon,Self,10,0,0,208.2990068,2,24,27.76164414
15029,1,22400,15765,40456,HomeImp,Other,0,1,3,117.6666667,0,12,
16379,0,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485223,0,15,18.25148086
13865,0,17400,58941,88470,HomeImp,ProfExe,4,0,0,123.2570546,0,12,25.55759334
11330,1,22600,78975,103374,DebtCon,Mgr,11,0,0,259.319755,1,14,27.74405551
14317,1,13900,77699,92587,DebtCon,Other,13,0,2,134.6335792,0,36,39.19614946
13033,0,14000,51721,61193,DebtCon,Other,0,0,0,186.9993588,2,12,25.81001106
12387,0,5700,26927,35461,DebtCon,Other,0,1,0,21.79935215,10,6,29.43966424
16385,0,23300,61496,102823,HomeImp,ProfExe,18,0,0,649.7471044,1,24,20.87256027
14811,0,6200,60354,87596,HomeImp,ProfExe,5,0,0,210.1730647,2,23,34.05481124
16146,0,9200,48130,62358,DebtCon,Other,15,0,4,219.657131,0,36,27.61706342
15067,0,35700,238104,43026,DebtCon,Mgr,3,0,1,206.6470786,3,49,41.27663712
15675,0,22500,87361,140632,DebtCon,ProfExe,24,0,0,146.2961719,0,25,39.87676993
13065,1,7500,,,HomeImp,Other,21,,,158.9,1,21,
16589,0,31900,104092,143832,DebtCon,Other,15,0,0,235.2018195,1,40,43.69152442
16891,0,14300,80299,123339,,,,,,,,,35.31117092
12021,0,6100,68743,65321,HomeImp,Sales,3,1,0,153.0667831,0,22,40.15052706
12360,1,13900,,80868,DebtCon,ProfExe,18,0,0,278.3014245,1,7,43.31320023
16493,0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261
16242,0,9400,56508,78358,DebtCon,,17,0,0,141.9311562,0,11,32.32749505
15851,0,9400,53756,76077,HomeImp,Office,12,2,0,244.1166529,2,29,33.37457063
15206,1,12200,97000,109800,HomeImp,ProfExe,5,0,0,152.1333333,3,33,
16380,0,16300,34297,42629,HomeImp,Other,9,0,0,80.48923834,2,11,30.28477259
11397,0,19200,31307,60202,DebtCon,ProfExe,18,0,0,170.5812991,1,20,35.60054495
14838,0,17800,,95639,,Other,,0,0,179.8493516,1,9,33.14225722
12951,0,26000,20119,54563,DebtCon,Other,24,0,0,126.9879594,0,11,25.62363851
16395,0,27600,,117581,DebtCon,Mgr,10,0,0,165.0058394,0,27,34.99872777
16340,0,5000,,65400,HomeImp,Office,1.5,0,0,51.76666667,0,4,
14227,0,36400,86853,131508,DebtCon,Mgr,30,0,0,349.6943994,0,19,40.10703136
11935,1,8100,19772,39431,DebtCon,Other,0,0,1,82.33528777,1,12,20.34246772
12473,0,13900,,40881,HomeImp,Other,0,0,0,297.9070847,1,8,25.94071095
14557,1,4700,26900,45000,HomeImp,ProfExe,9,1,2,90.46666667,1,16,
11542,0,13300,55505,76841,DebtCon,Other,0,0,0,222.9130724,0,10,32.96863267
16497,0,9400,57000,70000,DebtCon,Other,4,0,0,179.5666667,2,17,
12726,1,20000,104000,139900,DebtCon,Other,15,1,1,95.36666667,4,49,
11464,0,10500,12630,32220,,,,,,,,,34.34585989
11183,1,10000,28000,73250,HomeImp,Other,2,0,0,28.96666667,4,12,
12930,0,13800,57481,89421,DebtCon,ProfExe,9,0,0,183.1093606,0,19,22.64339554
11629,0,50400,43635,104114,HomeImp,Self,10,0,0,224.4829394,3,35,40.8514441
14206,0,24500,21470,52228,DebtCon,Other,25,0,0,124.5599493,0,11,23.88812168
11947,0,27000,13718,35684,DebtCon,Other,16,2,0,122.2944468,1,18,24.35575958
11755,0,24100,,49433,DebtCon,Other,,,,83.09972613,,13,26.14897018
16081,0,14900,66329,100824,HomeImp,ProfExe,9,0,0,279.2407514,0,11,36.19837544
14593,1,3900,14500,22092,HomeImp,Other,3.5,0,1,150.3,5,8,
13782,0,14400,89605,106290,HomeImp,Other,20,0,0,121.7476008,4,24,29.30354901
13416,0,5800,,34704,HomeImp,,,,,,,,34.17405555
14142,0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.2940878,1,21,36.1073409
11116,0,16500,44946,64918,HomeImp,Other,25,0,0,247.2784078,0,14,24.35794954
13580,0,5500,,35402,HomeImp,,,,,,,,35.27207374
13924,0,9100,48797,67761,DebtCon,Mgr,7,,3,116.9791548,3,11,37.79737881
12037,0,9000,75453,100646,DebtCon,ProfExe,3,0,0,126.309835,0,26,33.75846632
16711,0,15100,,65961,,,0,0,0,,0,0,1.603507978
12758,0,18400,110580,137926,DebtCon,ProfExe,6,0,0,93.43274991,0,13,29.11688772
13283,0,15000,100000,115000,DebtCon,ProfExe,1,0,0,128.8666667,0,30,
15318,0,21500,94310,142986,DebtCon,ProfExe,22,1,0,170.2049996,0,25,39.56664624
13548,0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.4264397,0,30,37.87741107
14117,0,22700,,132297,HomeImp,Other,1,0,0,309.4459491,3,20,29.37100228
12562,0,53300,,84871,HomeImp,Self,8,0,0,169.3437239,1,21,24.0312395
12681,0,10600,46972,80147,HomeImp,Office,12,3,0,244.2335301,2,29,32.6565313
16650,0,13800,18714,47905,HomeImp,Office,25,0,0,259.1030228,0,19,29.47966234
13306,0,28400,46126,66942,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515
11818,0,14800,63508,87310,DebtCon,Other,2,0,0,127.1652299,3,10,38.95372268
15651,0,10200,73157,83858,DebtCon,,3,0,0,193.5089634,0,16,29.08799472
15886,0,18100,27186,77694,HomeImp,Other,,0,0,249.4133616,0,50,43.72793048
12877,0,10400,45710,55299,DebtCon,Office,0,0,0,166.3741502,0,20,34.53641174
11063,0,24700,98900,115052,DebtCon,Other,23,0,0,239.4260738,1,26,41.70053078
16637,1,50200,197770,271676,DebtCon,Mgr,16,0,0,146.8625413,1,20,42.9265802
14810,0,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.9543396,0,18,28.44799241
16085,0,10000,34767,51000,HomeImp,Other,23,0,1,121.7333333,0,23,
14167,0,32100,127901,176592,DebtCon,Mgr,12,0,0,186.6022388,2,27,40.95937708
12269,0,16400,107669,115881,DebtCon,Other,0,0,0,136.8121195,1,21,39.69996168
14335,0,7200,71667,117325,DebtCon,Office,0,0,1,241.0560781,1,38,18.51055133
11256,0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
12769,1,26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
14316,0,21700,45640,67023,DebtCon,Other,25,0,0,293.7620767,1,32,34.28537257
11638,0,19800,73557,95770,DebtCon,Mgr,0,0,0,70.02915918,0,17,25.59661737
11587,0,26800,139309,166621,DebtCon,Other,5,0,0,217.2114826,0,20,35.18585706
13484,0,14800,,43475,DebtCon,Other,,,,339.7,,17,
14471,0,11700,95411,117927,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
12687,0,40700,371003,467818,HomeImp,ProfExe,1,0,0,316.6044418,3,14,41.72389922
11006,0,12000,44000,59500,DebtCon,Other,3.7,0,0,172.5,0,14,
14327,0,25800,,63456,DebtCon,Other,25,0,0,148.8162847,0,8,22.06576364
11198,0,10900,,66691,HomeImp,Other,,0,0,349.7523621,0,7,34.34334852
11180,0,11000,48893,113223,DebtCon,ProfExe,7,0,1,237.0980813,0,9,22.00337641
14629,1,15000,18500,19000,DebtCon,Other,2,0,1,20.16666667,0,2,
11176,0,14300,,63319,,,0,0,0,,0,0,3.9608595
16022,1,12000,42000,60000,DebtCon,Other,4,1,2,145.5333333,0,23,
15682,1,10000,,,,Other,15,2,2,108.9333333,3,31,
15085,0,23600,140284,182591,DebtCon,ProfExe,21,0,0,224.9413467,0,24,41.8717558
16794,0,16800,62557,95747,DebtCon,Other,0,0,0,188.189005,1,31,35.28584474
14082,0,11400,84380,202186,HomeImp,Self,13,0,0,34.91437168,,7,18.84034872
13080,0,23000,72681,105405,DebtCon,Mgr,0,,,230.0750645,4,23,43.51909332
15901,0,15200,49428,62696,DebtCon,Mgr,27,0,0,265.3953128,1,16,38.50079645
13215,0,18600,47199,70134,DebtCon,Other,8,0,0,86.55886014,3,15,43.50793855
14404,0,17300,65077,91991,DebtCon,Other,0,2,3,114.0234424,2,26,35.90776048
11100,0,12000,15756,53079,HomeImp,Office,23,0,0,259.5550443,0,20,29.39747822
12512,0,13500,48832,144065,DebtCon,Other,1,0,0,268.5867999,4,43,42.69239671
13897,1,18400,43188,68876,DebtCon,Other,,0,0,199.000576,6,25,41.00610329
13090,0,20500,173061,220886,DebtCon,Office,13,0,0,213.9143599,1,32,43.79573429
12206,0,15400,48275,69427,DebtCon,ProfExe,17,0,0,202.5462196,0,15,23.16004059
16776,1,22000,96127,122000,DebtCon,Mgr,24,0,2,301.3,3,36,
11891,0,21500,107799,160526,DebtCon,Mgr,16,0,0,195.48568,0,25,32.37876814
14282,0,22900,131767,174684,,Mgr,24,,4,329.647795,1,28,32.36162706
13633,0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.8431617,0,17,27.63351648
15473,0,16700,,29387,DebtCon,Other,13,,,80.82059146,2,8,33.36449134
13308,0,18400,94280,122172,DebtCon,Office,23,0,0,280.0488336,2,16,33.36352866
11781,1,13500,73000,97000,DebtCon,Other,12,1,0,145.2,0,23,
13382,0,25300,122933,157009,DebtCon,Mgr,3,0,0,280.5738445,0,24,38.74080142
13914,0,20900,62615,87904,DebtCon,Office,5,,,177.8648492,,15,36.83107615
13139,0,16300,102826,114692,DebtCon,Other,8,0,0,317.5079738,1,18,31.91423801
13622,0,11100,17430,68499,DebtCon,ProfExe,20,0,2,403.9654009,1,12,21.75864261
13635,1,14200,68750,88627,DebtCon,Other,10,0,1,219.6728008,0,32,34.6399614
11975,0,21200,91759,95165,DebtCon,ProfExe,2,0,0,106.8357327,0,19,34.21668917
12936,0,23100,235937,266793,HomeImp,Self,5,1,0,242.6148614,2,51,36.88704865
15292,0,15000,93226,108149,DebtCon,Sales,11,,1,152.7976908,1,17,34.25026619
15846,0,18600,57300,8000,DebtCon,Other,6,,,68,1,17,
11902,1,24900,77000,115006,DebtCon,Other,10,0,0,293.2333333,0,36,
12089,0,32800,37231,80347,DebtCon,Other,9,,,113.9365929,,24,32.17001962
11698,0,17300,48132,78889,DebtCon,Mgr,4,0,0,133.1676855,0,8,28.29822706
11083,0,10200,,64377,HomeImp,Other,,0,0,347.2450131,0,6,37.77468156
14447,0,18700,39821,60672,HomeImp,Other,26,0,0,243.868763,0,14,23.35928056
15053,0,22200,67626,109042,HomeImp,Other,4,0,0,203.9649128,0,12,31.5290287
12324,0,22500,,42800,DebtCon,Other,,,,89.3,,13,
16914,0,6400,44968,62747,HomeImp,Other,0,1,,101.3914453,,12,36.60294734
12091,0,29000,152065,192445,HomeImp,Self,2,0,0,166.9485683,0,16,41.56383925
14804,0,48000,41392,106075,HomeImp,Self,8,0,0,203.0888209,2,35,38.63382732
14017,0,17400,45861,61256,DebtCon,Other,7,0,0,132.0192267,3,48,30.18656747
14416,0,14500,54927,63177,DebtCon,Other,3,0,0,178.9361677,0,14,27.06223348
14461,1,27700,61396,111627,,Self,20,0,0,87.00250011,0,4,84.61388869
15583,0,26900,67144,92923,DebtCon,Other,16,0,0,89.11217349,1,17,32.79147803
15876,0,9400,77410,116693,DebtCon,Office,0,0,0,245.0836518,0,37,17.17690066
14873,0,15800,9407,60165,DebtCon,Sales,1,0,0,310.6584211,0,5,40.0513062
16005,0,25100,65633,100776,DebtCon,Other,15,0,1,141.9381303,0,29,40.62020969
12664,0,21400,41671,103427,HomeImp,Other,6,0,0,122.1533442,0,15,31.61467953
14063,0,10000,63218,76500,DebtCon,Office,5,2,3,183.6666667,3,30,
11324,1,22400,51470,68139,DebtCon,Mgr,9,0,0,31.16869601,2,8,37.95217991
16181,1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
15203,0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.2844132,1,24,33.46140225
13867,0,13100,97287,123281,DebtCon,Other,9,0,0,162.9937439,0,26,34.17834567
14484,0,13700,12577,41075,DebtCon,Mgr,7,0,0,133.5420141,0,10,22.96477273
12386,1,15800,,58995,HomeImp,Other,1,2,3,194.9870881,1,45,52.20316451
11197,0,9000,51091,68264,DebtCon,Other,22,0,0,277.7556619,2,29,39.38731755
14427,0,13700,64486,84759,DebtCon,Office,4,2,3,182.1802565,3,29,37.07341346
11288,0,16300,22352,165315,HomeImp,Self,9,0,0,304.3346951,0,27,27.56242667
12985,0,40100,58784,115430,DebtCon,Mgr,17,0,1,183.5200567,0,22,39.38915656
12511,0,20100,20153,94279,DebtCon,Other,21,0,0,227.1825172,2,40,36.6966301
14389,0,9700,39141,48905,DebtCon,Other,13,0,0,89.83593974,0,11,32.4314097
15941,0,22600,59050,99152,DebtCon,ProfExe,0,0,0,195.0838618,0,26,33.40421221
13679,0,18000,74162,89823,DebtCon,Other,0,2,1,121.7614658,1,26,34.02520751
12600,1,40000,76769,129000,DebtCon,Sales,30,0,0,286.3,2,35,
12849,0,22000,36738,100040,HomeImp,Other,6,0,0,138.9424576,0,14,30.78315421
16223,0,10600,62909,81411,HomeImp,Other,15,0,0,238.3144707,1,35,34.68038165
14284,0,37700,141260,205493,HomeImp,ProfExe,5,0,0,148.1372394,0,31,34.3029739
